Mat,No.,ID,Qn,Q,Pt,SOC,SOE,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,SOH,Pack_SOH_mean,Pack_SOH_median,Pack_SOH_std,Pack_SOH_min,Pack_SOH_max,Pack_SOH_skew,Predicted_SOH,Predicted_Health_Status
NMC,39,I3-500,2.1,1.6856,5,40,32.10666666666667,3.8197,3.8368,3.8426,3.8259,3.8216,3.8042,3.7977,3.8147,3.8182,3.8532,3.865,3.8312,3.8231,3.7893,3.776,3.8098,3.8172,3.886,3.9096,3.8439,3.8262,0.8026666666666666,3.829138095238096,3.8231,0.0309043601485369,3.776,3.9096,0.929199400059358,0.8025980375979842,Healthy
NMC,40,I3-600,2.1,1.6119,5,40,30.70285714285714,3.8361,3.8532,3.8591,3.8417,3.8377,3.82,3.8138,3.8312,3.8346,3.8678,3.8808,3.8467,3.8389,3.8036,3.7924,3.8268,3.8337,3.9034,3.9254,3.8569,3.842,0.7675714285714286,3.845038095238096,3.8389,0.0309135969468205,3.7924,3.9254,0.9435372516504906,0.8016131148853576,Healthy
NMC,41,I4-100,2.1,1.8945,5,40,36.08571428571428,3.7624,3.7791,3.7878,3.7704,3.7642,3.7468,3.7385,3.7562,3.7617,3.7971,3.812,3.7779,3.7655,3.7338,3.7143,3.75,3.7608,3.8318,3.8597,3.7912,3.7689,0.9021428571428572,3.7728619047619056,3.7655,0.0330935413062802,3.7143,3.8597,0.9193221852059652,0.8438254037506661,Healthy
NMC,42,I4-200,2.1,1.8275,5,40,34.8095238095238,3.7794,3.7965,3.8039,3.7868,3.7813,3.7639,3.7565,3.7735,3.7785,3.8113,3.8275,3.7952,3.7831,3.7503,3.7329,3.7658,3.7775,3.8461,3.874,3.8067,3.7865,0.8702380952380951,3.789390476190476,3.7831,0.0321257202995031,3.7329,3.874,0.91449310865152,0.8221810687677437,Healthy
NMC,43,I4-400,2.1,1.7245,5,40,32.84761904761904,3.8144,3.8309,3.8371,3.8213,3.8166,3.7996,3.7937,3.8101,3.8135,3.8467,3.8591,3.8262,3.8178,3.785,3.7723,3.8054,3.8126,3.878,3.9028,3.838,3.8209,0.8211904761904761,3.823904761904761,3.8178,0.0299846540115185,3.7723,3.9028,0.9408915368165433,0.8293511540944574,Healthy
NMC,44,I4-500,2.1,1.6775,5,40,31.95238095238095,3.82,3.8364,3.8423,3.8265,3.8216,3.8058,3.7989,3.8154,3.8191,3.8523,3.8643,3.8324,3.8228,3.7899,3.7779,3.8107,3.8178,3.8845,3.9074,3.8426,3.8262,0.7988095238095237,3.829276190476191,3.8228,0.0299651615173672,3.7779,3.9074,0.9335451466324116,0.8224858474531203,Healthy
NMC,45,I4-600,2.1,1.5797,5,40,30.089523809523808,3.8386,3.8557,3.8616,3.8448,3.8408,3.8253,3.8178,3.8343,3.838,3.8721,3.8836,3.8504,3.842,3.8089,3.7961,3.8296,3.8371,3.9056,3.9279,3.8609,3.8448,0.7522380952380953,3.8483761904761913,3.842,0.0304588887643969,3.7961,3.9279,0.964326599202696,0.8101625413792606,Healthy
NMC,46,J1-100,2.1,1.9212,5,40,36.59428571428571,3.7589,3.7757,3.7841,3.7673,3.7608,3.745,3.7357,3.7531,3.7583,3.7909,3.8082,3.7741,3.7624,3.7298,3.7109,3.7462,3.7577,3.8265,3.8557,3.7896,3.7655,0.9148571428571428,3.76935238095238,3.7624,0.0327108333591123,3.7109,3.8557,0.9078675013743056,0.8570095078567388,Healthy
NMC,47,J1-200,2.1,1.8448,5,40,35.139047619047616,3.7788,3.7952,3.803,3.7862,3.7806,3.7639,3.7558,3.7726,3.7779,3.8095,3.8265,3.7934,3.7819,3.7487,3.7329,3.7661,3.7769,3.8395,3.8721,3.8067,3.7856,0.8784761904761904,3.788276190476192,3.7819,0.0313443759670201,3.7329,3.8721,0.8958996495852131,0.839769435018677,Healthy
NMC,48,J1-300,2.1,1.7948,5,40,34.18666666666667,3.8054,3.8219,3.8287,3.8126,3.8073,3.7918,3.7844,3.8008,3.8048,3.8374,3.851,3.8188,3.8092,3.7766,3.7627,3.7952,3.8039,3.8693,3.895,3.8306,3.8126,0.8546666666666666,3.815238095238096,3.8092,0.0302821313019819,3.7627,3.895,0.931792059371926,0.8252806822222485,Healthy
NMC,49,J1-400,2.1,1.7234,5,40,32.82666666666667,3.8182,3.8343,3.8405,3.8247,3.82,3.8036,3.7974,3.8135,3.8172,3.8492,3.8619,3.8306,3.8216,3.7915,3.7769,3.8092,3.8163,3.8786,3.9043,3.8408,3.8247,0.8206666666666667,3.827380952380953,3.8216,0.0290296162401024,3.7769,3.9043,0.9448808016176252,0.8415148330823434,Healthy
NMC,50,J1-500,2.1,1.6197,5,40,30.851428571428567,3.8402,3.8563,3.8622,3.847,3.8417,3.8262,3.8197,3.8358,3.8392,3.8718,3.8833,3.8526,3.8433,3.8107,3.7992,3.8309,3.8386,3.9012,3.926,3.8622,3.8464,0.7712857142857142,3.849261904761905,3.8433,0.0291279500856218,3.7992,3.926,0.9266874169960392,0.8374682294134008,Healthy
NMC,51,J1-600,2.1,1.469,5,40,27.98095238095238,3.8532,3.8699,3.8761,3.8591,3.8547,3.8386,3.8318,3.8485,3.8519,3.886,3.8978,3.8653,3.856,3.8228,3.8104,3.8439,3.851,3.9189,3.9419,3.8771,3.8588,0.6995238095238095,3.8625571428571432,3.856,0.030454811958516,3.8104,3.9419,0.9385069464228252,0.79176771404288,Healthy
NMC,52,J2-100,2.1,1.9156,5,40,36.48761904761904,3.7568,3.7748,3.7844,3.7658,3.7586,3.7422,3.7307,3.7496,3.7562,3.7924,3.8104,3.7732,3.7599,3.7227,3.7034,3.7425,3.7552,3.8296,3.8631,3.7881,3.7633,0.912190476190476,3.767757142857144,3.7599,0.0359563008585223,3.7034,3.8631,0.897976773699798,0.7988715136014777,Healthy
NMC,53,J2-200,2.1,1.8418,5,40,35.08190476190476,3.7806,3.7986,3.807,3.7887,3.7825,3.7648,3.7558,3.7744,3.7797,3.8169,3.8327,3.7958,3.7841,3.7472,3.7301,3.7682,3.7788,3.8529,3.8833,3.8095,3.7881,0.8770476190476191,3.791414285714286,3.7841,0.0348585898411609,3.7301,3.8833,0.9144308008803724,0.7755074243313639,Healthy
NMC,54,J2-300,2.1,1.7876,5,40,34.04952380952381,3.807,3.825,3.8321,3.8144,3.8092,3.7918,3.7844,3.802,3.8064,3.8423,3.8563,3.8209,3.8107,3.7757,3.7608,3.7961,3.8054,3.8774,3.9043,3.8337,3.8144,0.8512380952380952,3.817633333333334,3.8107,0.0329518031878884,3.7608,3.9043,0.9489185191135424,0.7748639745015793,Healthy
NMC,55,J2-400,2.1,1.7164,5,40,32.69333333333333,3.8194,3.8368,3.8433,3.8262,3.8216,3.8036,3.7974,3.8144,3.8185,3.8519,3.8659,3.8321,3.8228,3.7903,3.7751,3.8095,3.8175,3.8829,3.9112,3.8448,3.8259,0.8173333333333332,3.829100000000001,3.8228,0.030949781905532,3.7751,3.9112,0.9294313676275996,0.8068711744979191,Healthy
NMC,56,J2-500,2.1,1.5775,5,40,30.047619047619044,3.8358,3.8526,3.8597,3.8417,3.8377,3.8209,3.8132,3.8309,3.8343,3.8678,3.8826,3.8479,3.8389,3.8039,3.7906,3.8259,3.8337,3.9037,3.9288,3.8588,3.8417,0.7511904761904761,3.8452904761904767,3.8389,0.0317143485627862,3.7906,3.9288,0.9598178955371308,0.7886366034098142,Healthy
NMC,57,J2-600,2.1,1.4437,5,40,27.499047619047616,3.8597,3.8783,3.8845,3.8668,3.8616,3.8426,3.8358,3.8547,3.8585,3.896,3.909,3.8724,3.8628,3.8259,3.8126,3.8495,3.8572,3.9276,3.9574,3.8839,3.8662,0.6874761904761905,3.869666666666667,3.8628,0.0331608705153126,3.8126,3.9574,0.9252475920967418,0.725170552458102,Healthy
NMC,58,J3-200,2.1,1.8194,5,40,34.65523809523809,3.7875,3.8048,3.8116,3.7946,3.7896,3.7729,3.7645,3.7816,3.7865,3.8185,3.8349,3.8014,3.7909,3.7565,3.7416,3.776,3.7856,3.8538,3.8811,3.8147,3.7943,0.8663809523809523,3.7972809523809534,3.7909,0.0318298699187982,3.7416,3.8811,0.9129270091171348,0.8288855011813142,Healthy
NMC,59,J3-300,2.1,1.7594,5,40,33.51238095238095,3.816,3.8327,3.8395,3.8228,3.8178,3.8011,3.7943,3.8113,3.8154,3.8488,3.8622,3.8287,3.8194,3.7859,3.7723,3.8067,3.8144,3.8805,3.9071,3.8417,3.8228,0.8378095238095238,3.825780952380952,3.8194,0.0308553337212161,3.7723,3.9071,0.9257480279425292,0.81608520739083,Healthy
NMC,60,J3-400,2.1,1.6817,5,40,32.032380952380954,3.8265,3.8433,3.8492,3.833,3.8281,3.8123,3.8058,3.8219,3.8259,3.8585,3.8709,3.8386,3.8299,3.7977,3.785,3.8178,3.825,3.8901,3.914,3.8495,3.8327,0.8008095238095237,3.8359857142857146,3.8299,0.0297119889222227,3.785,3.914,0.948504733491674,0.8304810312246795,Healthy
NMC,61,J3-500,2.1,1.4958,5,40,28.49142857142857,3.8588,3.8758,3.882,3.8653,3.8603,3.8433,3.8371,3.8544,3.8581,3.8929,3.9046,3.8715,3.8619,3.8284,3.8151,3.8498,3.8569,3.9229,3.9502,3.8814,3.8647,0.7122857142857143,3.86835238095238,3.8619,0.0308582828272672,3.8151,3.9502,0.9474489184452548,0.7806525647895453,Healthy
NMC,62,J3-600,2.1,1.301,5,40,24.78095238095237,3.8746,3.8935,3.8997,3.8814,3.8767,3.8591,3.8519,3.8702,3.874,3.9105,3.9233,3.8876,3.878,3.8417,3.8287,3.865,3.873,3.9446,3.9716,3.9006,3.8808,0.6195238095238095,3.885071428571428,3.878,0.0329081318651961,3.8287,3.9716,0.9415210112276394,0.7307775217034063,Healthy
NMC,63,J4-100,2.1,1.8809,5,40,35.82666666666667,3.7757,3.7909,3.8002,3.7831,3.7779,3.762,3.7524,3.7692,3.7748,3.807,3.8237,3.7896,3.7791,3.7447,3.7292,3.763,3.7738,3.8386,3.8699,3.8027,3.7819,0.8956666666666666,3.785209523809524,3.7791,0.0317329309198174,3.7292,3.8699,0.9110544827835788,0.8406820063695724,Healthy
NMC,64,J4-200,2.1,1.8001,5,40,34.287619047619046,3.7983,3.8141,3.8216,3.8051,3.8002,3.7831,3.776,3.793,3.7971,3.8296,3.8439,3.811,3.8014,3.7682,3.7546,3.7878,3.7961,3.8609,3.8882,3.825,3.8045,0.8571904761904762,3.807604761904762,3.8014,0.0305736238642146,3.7546,3.8882,0.9092730269525062,0.8361023289538113,Healthy
NMC,65,J4-400,2.1,1.6412,5,40,31.26095238095238,3.8364,3.8523,3.8585,3.8426,3.838,3.8225,3.8166,3.8318,3.8355,3.8656,3.8792,3.8482,3.8395,3.8085,3.7961,3.8268,3.8349,3.8972,3.9211,3.8591,3.8423,0.7815238095238095,3.845366666666666,3.8395,0.0286810797100341,3.7961,3.9211,0.9557408399146636,0.8416576097827773,Healthy
NMC,66,J4-500,2.1,1.4674,5,40,27.950476190476188,3.8606,3.8764,3.8833,3.8671,3.8625,3.8461,3.8395,3.8557,3.8594,3.8929,3.9053,3.8736,3.8637,3.8324,3.8185,3.8513,3.8588,3.9217,3.9493,3.8839,3.8665,0.6987619047619047,3.869928571428571,3.8637,0.0297659225097618,3.8185,3.9493,0.9567915651031718,0.8032528151067029,Healthy
NMC,67,J4-600,2.1,1.3856,5,40,26.39238095238095,3.8681,3.8851,3.8916,3.8752,3.8702,3.8526,3.8467,3.8634,3.8671,3.8997,3.9146,3.8808,3.8715,3.8377,3.825,3.8588,3.8665,3.9338,3.9598,3.8922,3.8743,0.6598095238095237,3.877842857142858,3.8715,0.0309621473969195,3.825,3.9598,0.9662039742484192,0.7716907412892311,Healthy
NMC,1,D3-100,2.1,1.9155,5,45,41.04642857142857,3.8085,3.8259,3.8324,3.8154,3.8104,3.7934,3.7865,3.8036,3.8079,3.8417,3.8554,3.8213,3.812,3.78,3.7642,3.798,3.807,3.874,3.9006,3.8324,3.8147,0.9121428571428573,3.818347619047619,3.812,0.0311227990233464,3.7642,3.9006,0.9522337100807136,0.8270072545109348,Healthy
NMC,2,D3-200,2.1,1.8499,5,45,39.64071428571429,3.8225,3.8386,3.8454,3.829,3.8247,3.8079,3.8017,3.8178,3.8222,3.8557,3.8674,3.8346,3.8259,3.7943,3.7803,3.8135,3.8213,3.8879,3.9115,3.8454,3.829,0.880904761904762,3.832219047619047,3.8259,0.0301782971528816,3.7803,3.9115,0.9681271456074352,0.8377712346812785,Healthy
NMC,3,D3-300,2.1,1.8004,5,45,38.58,3.8436,3.86,3.8659,3.8498,3.8451,3.8293,3.8231,3.8392,3.843,3.8743,3.8876,3.8563,3.847,3.8141,3.8023,3.8349,3.842,3.9068,3.9304,3.8662,3.8498,0.8573333333333333,3.852890476190477,3.847,0.0295144355318191,3.8023,3.9304,0.9442992999047533,0.8168793001766887,Healthy
NMC,4,D3-400,2.1,1.7452,5,45,37.39714285714286,3.8485,3.8643,3.8702,3.8544,3.8501,3.8355,3.8281,3.8442,3.8473,3.8795,3.891,3.8597,3.8513,3.8206,3.8082,3.8399,3.8467,3.9096,3.9335,3.8712,3.8544,0.831047619047619,3.8575333333333335,3.8513,0.0287557878232076,3.8082,3.9335,0.9627625741510152,0.8337650036754982,Healthy
NMC,5,D3-500,2.1,1.6421,5,45,35.18785714285714,3.8581,3.8746,3.8805,3.8643,3.8597,3.8445,3.8377,3.8538,3.8575,3.8901,3.9022,3.8709,3.8616,3.829,3.8169,3.8498,3.8566,3.9223,3.9453,3.8805,3.8643,0.7819523809523808,3.867628571428572,3.8616,0.0296262407817317,3.8169,3.9453,0.9554691845056612,0.8035485614160907,Healthy
NMC,6,D3-600,2.1,1.5016,5,45,32.177142857142854,3.8802,3.8969,3.9031,3.8864,3.8817,3.8662,3.8585,3.8749,3.8792,3.9133,3.9254,3.8916,3.8829,3.8492,3.8368,3.8709,3.878,3.9453,3.9698,3.9034,3.886,0.715047619047619,3.889509523809525,3.8829,0.030634782596942,3.8368,3.9698,0.9385898265034396,0.7612792372561892,Healthy
NMC,7,D4-100,2.1,1.9134,5,45,41.00142857142857,3.8089,3.8256,3.8315,3.8151,3.8104,3.7937,3.7881,3.8048,3.8082,3.8417,3.8535,3.8206,3.812,3.7785,3.7664,3.8002,3.8073,3.8718,3.8975,3.8318,3.8151,0.9111428571428573,3.818223809523809,3.812,0.030062516607262,3.7664,3.8975,0.9315485482305726,0.8442091614667222,Healthy
NMC,8,D4-200,2.1,1.8448,5,45,39.53142857142857,3.8228,3.8389,3.8448,3.8287,3.8244,3.8082,3.8023,3.8185,3.8222,3.8523,3.8659,3.8337,3.8256,3.794,3.7819,3.8141,3.8213,3.882,3.909,3.8454,3.829,0.8784761904761904,3.831666666666666,3.8256,0.0288970990470208,3.7819,3.909,0.9577318065071476,0.8543159620959839,Healthy
NMC,9,D4-300,2.1,1.7955,5,45,38.475,3.8448,3.8609,3.8668,3.8513,3.8464,3.8321,3.8247,3.8408,3.8442,3.8758,3.8876,3.8563,3.8476,3.8163,3.8045,3.8364,3.8436,3.9074,3.9298,3.8662,3.851,0.855,3.8540238095238086,3.8476,0.0288656007171495,3.8045,3.9298,0.9587808043739467,0.8445734600172767,Healthy
NMC,10,D4-400,2.1,1.7384,5,45,37.25142857142857,3.8498,3.8653,3.8705,3.8557,3.8513,3.8358,3.8299,3.8451,3.8488,3.8786,3.8904,3.86,3.8526,3.8222,3.8107,3.8414,3.8479,3.9096,3.9307,3.8705,3.8557,0.8278095238095238,3.858214285714285,3.8526,0.0277242364315824,3.8107,3.9307,0.9450174979260088,0.8537927264295813,Healthy
NMC,11,D4-500,2.1,1.6765,5,45,35.925000000000004,3.8557,3.8712,3.8764,3.8612,3.8572,3.8423,3.8358,3.8513,3.8547,3.886,3.8966,3.8665,3.8585,3.8275,3.8166,3.8476,3.8535,3.9158,3.9375,3.8771,3.8612,0.7983333333333333,3.864295238095239,3.8585,0.0279705823355623,3.8166,3.9375,0.946395723277162,0.8349916622869247,Healthy
NMC,12,D4-600,2.1,1.6112,5,45,34.52571428571429,3.8681,3.8836,3.8891,3.8736,3.8699,3.8541,3.8482,3.864,3.8668,3.8988,3.9099,3.8795,3.8709,3.8402,3.8281,3.8594,3.8662,3.9291,3.9515,3.8888,3.8736,0.7672380952380952,3.876828571428572,3.8709,0.0284128869152211,3.8281,3.9515,0.9610815965770886,0.8313556735821503,Healthy
NMC,13,E3-200,2.1,1.8787,5,45,40.25785714285714,3.8163,3.8321,3.8383,3.8228,3.8182,3.8023,3.7961,3.8116,3.8157,3.8473,3.8591,3.8281,3.8197,3.7878,3.776,3.8076,3.8147,3.8774,3.9006,3.8395,3.8228,0.8946190476190476,3.8254285714285694,3.8197,0.0287527936530895,3.776,3.9006,0.919601128611585,0.8545991422791528,Healthy
NMC,14,E3-300,2.1,1.8272,5,45,39.15428571428571,3.8402,3.8547,3.8612,3.8464,3.842,3.8265,3.8206,3.8358,3.8392,3.8705,3.8817,3.8513,3.8433,3.812,3.8005,3.8315,3.8386,3.8997,3.9226,3.8637,3.8461,0.870095238095238,3.8489571428571416,3.8433,0.0281198430192732,3.8005,3.9226,0.92240357793951,0.8617892494085195,Healthy
NMC,15,E3-400,2.1,1.7676,5,45,37.87714285714286,3.8476,3.8628,3.8687,3.8535,3.8495,3.8343,3.8284,3.8439,3.8473,3.8771,3.8888,3.8594,3.8507,3.8203,3.8092,3.8399,3.8461,3.904,3.9291,3.8702,3.8535,0.8417142857142857,3.8563952380952378,3.8507,0.0274009210828847,3.8092,3.9291,0.92804320929635,0.8533409397112806,Healthy
NMC,16,E3-500,2.1,1.6929,5,45,36.276428571428575,3.856,3.8715,3.8771,3.8619,3.8578,3.8423,3.8364,3.8523,3.8557,3.8854,3.8978,3.8668,3.8591,3.8287,3.8169,3.8479,3.8544,3.9149,3.9384,3.8774,3.8619,0.8061428571428572,3.864790476190476,3.8591,0.0278552311920383,3.8169,3.9384,0.9526281076404508,0.8384519168496558,Healthy
NMC,17,E3-600,2.1,1.5726,5,45,33.69857142857143,3.8758,3.8904,3.8975,3.8817,3.8774,3.8616,3.856,3.8718,3.8752,3.9068,3.9183,3.8867,3.8786,3.8476,3.8355,3.8665,3.8743,3.9375,3.9598,3.8969,3.8814,0.7488571428571428,3.884633333333334,3.8786,0.0286655774986887,3.8355,3.9598,0.9600742563615507,0.8168520409027904,Healthy
NMC,18,E4-100,2.1,1.9052,5,45,40.82571428571429,3.8085,3.8253,3.8315,3.8154,3.8101,3.7937,3.7865,3.8039,3.8076,3.8408,3.8538,3.8219,3.8113,3.7775,3.7655,3.7989,3.8067,3.8733,3.8981,3.8321,3.8147,0.9072380952380952,3.8179571428571433,3.8113,0.0305933092591921,3.7655,3.8981,0.9227442907239116,0.8411292725975492,Healthy
NMC,19,E4-200,2.1,1.8324,5,45,39.26571428571428,3.825,3.8402,3.8473,3.8315,3.8265,3.811,3.8042,3.8206,3.824,3.8569,3.869,3.8374,3.8278,3.7952,3.7831,3.8154,3.8231,3.8885,3.9118,3.8479,3.8312,0.8725714285714286,3.8341714285714272,3.8278,0.0296979652982682,3.7831,3.9118,0.9334928170911562,0.8311817179333769,Healthy
NMC,20,E4-300,2.1,1.7794,5,45,38.13,3.8485,3.8643,3.8705,3.8547,3.8501,3.8358,3.8281,3.8439,3.8476,3.8777,3.8916,3.8603,3.8513,3.82,3.8073,3.8392,3.8467,3.9115,3.9344,3.8715,3.8547,0.8473333333333334,3.8576047619047618,3.8513,0.0291592434090886,3.8073,3.9344,0.9648968607363148,0.817885680140479,Healthy
NMC,21,E4-400,2.1,1.7229,5,45,36.919285714285714,3.855,3.8709,3.8767,3.8612,3.8566,3.842,3.8355,3.851,3.8547,3.886,3.8972,3.8662,3.8578,3.8275,3.8154,3.847,3.8535,3.9164,3.9391,3.878,3.8609,0.8204285714285714,3.864219047619047,3.8578,0.0284759480798729,3.8154,3.9391,0.9607923990846426,0.826538383366703,Healthy
NMC,22,E4-500,2.1,1.6562,5,45,35.489999999999995,3.864,3.8802,3.8857,3.8702,3.8656,3.8501,3.8442,3.8603,3.8637,3.895,3.9071,3.8755,3.8671,3.8355,3.824,3.8554,3.8631,3.9264,3.949,3.887,3.8699,0.7886666666666666,3.873285714285715,3.8671,0.0288900551351894,3.824,3.949,0.9522170734499628,0.8393295217126291,Healthy
NMC,23,E4-600,2.1,1.5474,5,45,33.158571428571435,3.8792,3.895,3.9012,3.8854,3.8808,3.865,3.8591,3.8752,3.8789,3.9109,3.9226,3.8913,3.8817,3.8498,3.838,3.8709,3.8777,3.9422,3.9648,3.9009,3.8848,0.7368571428571429,3.888352380952381,3.8817,0.0292488909028636,3.838,3.9648,0.9386924891773104,0.805233459875526,Healthy
NMC,24,H3-100,2.1,1.8995,5,45,40.70357142857142,3.8092,3.8259,3.8324,3.816,3.811,3.794,3.7878,3.8045,3.8079,3.8399,3.8547,3.8216,3.8123,3.7785,3.7661,3.8002,3.8073,3.8755,3.8988,3.8318,3.8157,0.9045238095238096,3.81862380952381,3.8123,0.0306203348244578,3.7661,3.8988,0.9513423842710946,0.8243025662473742,Healthy
NMC,25,H3-200,2.1,1.8332,5,45,39.28285714285714,3.8237,3.8405,3.8464,3.8296,3.8253,3.8089,3.8027,3.8191,3.8225,3.8557,3.8678,3.8352,3.8268,3.7934,3.7816,3.8141,3.8219,3.8888,3.9115,3.8464,3.8296,0.8729523809523809,3.832928571428572,3.8268,0.0301019624419595,3.7816,3.9115,0.9465641853921992,0.8316722154601515,Healthy
NMC,26,H3-400,2.1,1.7239,5,45,36.940714285714286,3.8541,3.8709,3.8761,3.86,3.856,3.8392,3.8337,3.8501,3.8532,3.8854,3.8975,3.865,3.8572,3.8247,3.8129,3.8454,3.8526,3.9186,3.94,3.8752,3.86,0.8209047619047619,3.863228571428571,3.8572,0.0294619948893,3.8129,3.94,0.9548176092675252,0.8285673158637719,Healthy
NMC,27,H3-500,2.1,1.6369,5,45,35.07642857142857,3.8643,3.8811,3.8867,3.8699,3.8659,3.8492,3.8433,3.86,3.8631,3.8972,3.9081,3.8749,3.8671,3.8333,3.8222,3.8557,3.8622,3.9298,3.9512,3.8848,3.8699,0.7794761904761904,3.8733285714285706,3.8671,0.0300177804452151,3.8222,3.9512,0.9431859724429652,0.7950421036941571,Healthy
NMC,28,H3-600,2.1,1.5406,5,45,33.01285714285714,3.8808,3.8966,3.9037,3.8867,3.8823,3.8653,3.8591,3.8761,3.8795,3.9143,3.9254,3.8922,3.8836,3.8492,3.8377,3.8715,3.8786,3.9459,3.9694,3.9028,3.8867,0.7336190476190476,3.8898761904761914,3.8836,0.0305119633055937,3.8377,3.9694,0.92811692799252,0.7680549701415202,Healthy
NMC,29,H4-100,2.1,1.8972,5,45,40.65428571428571,3.8132,3.8281,3.8358,3.8197,3.8151,3.8002,3.7918,3.8085,3.812,3.8433,3.8578,3.825,3.8166,3.7856,3.771,3.8042,3.8113,3.8764,3.9009,3.8377,3.8197,0.9034285714285714,3.8225666666666656,3.8166,0.0296546005424678,3.771,3.9009,0.9626251047168998,0.8373456150634768,Healthy
NMC,30,H4-200,2.1,1.8208,5,45,39.01714285714285,3.8302,3.8464,3.8523,3.8368,3.8321,3.8154,3.8095,3.8256,3.829,3.8619,3.8736,3.8426,3.8337,3.8008,3.789,3.8206,3.8281,3.8932,3.9158,3.8526,3.8364,0.867047619047619,3.839314285714286,3.8337,0.0293879785918372,3.789,3.9158,0.9209972040951732,0.8270253459292798,Healthy
NMC,31,H4-300,2.1,1.757,5,45,37.65,3.8578,3.8724,3.8798,3.8643,3.8594,3.843,3.8368,3.8529,3.8566,3.8888,3.9006,3.8693,3.8606,3.8281,3.8166,3.8485,3.8557,3.9183,3.9431,3.8802,3.8637,0.8366666666666666,3.8665,3.8606,0.0290811279010975,3.8166,3.9431,0.926789010151505,0.8154498932165555,Healthy
NMC,32,H4-400,2.1,1.6401,5,45,35.145,3.8712,3.8867,3.8929,3.8774,3.8727,3.8563,3.8501,3.8662,3.8702,3.9015,3.9143,3.8823,3.874,3.8414,3.8293,3.8622,3.869,3.931,3.9567,3.8929,3.8764,0.7809999999999999,3.879747619047619,3.874,0.0290957147883948,3.8293,3.9567,0.923958586852322,0.8091817193530637,Healthy
NMC,33,H4-500,2.1,1.4317,5,45,30.679285714285715,3.9028,3.9186,3.9267,3.9093,3.9043,3.8876,3.8805,3.8975,3.9015,3.9363,3.9496,3.9152,3.9056,3.8715,3.8581,3.8926,3.9003,3.9685,3.9955,3.9279,3.9087,0.6817619047619047,3.912314285714285,3.9056,0.0315113199614723,3.8581,3.9955,0.9455738834123452,0.7092111040301892,Healthy
NMC,34,H4-600,2.1,1.286,5,45,27.557142857142857,3.9152,3.9316,3.94,3.9223,3.9171,3.8988,3.8919,3.9099,3.914,3.9505,3.9639,3.9291,3.9186,3.8823,3.8687,3.9046,3.913,3.9853,4.0119,3.9419,3.9217,0.6123809523809524,3.925347619047619,3.9186,0.0330313429797763,3.8687,4.0119,0.9345125936582436,0.6834250992900226,Healthy
NMC,35,I3-100,2.1,1.9383,5,45,41.535,3.7983,3.8132,3.8213,3.8045,3.7999,3.785,3.776,3.7934,3.7971,3.8318,3.8439,3.8113,3.8014,3.767,3.7543,3.7875,3.7965,3.8603,3.8891,3.8222,3.8045,0.923,3.807547619047619,3.8014,0.03066743580816,3.7543,3.8891,0.9236594773089692,0.850703007844123,Healthy
NMC,36,I3-200,2.1,1.8665,5,45,39.996428571428574,3.8144,3.8315,3.8371,3.8209,3.8163,3.7992,3.793,3.8095,3.8135,3.8464,3.8591,3.8259,3.8175,3.7834,3.7717,3.8054,3.8126,3.8761,3.9034,3.8364,3.8206,0.8888095238095238,3.823519047619048,3.8175,0.0300864524171198,3.7717,3.9034,0.9300718566861466,0.8384882321567044,Healthy
NMC,37,I3-300,2.1,1.8076,5,45,38.73428571428571,3.8411,3.8572,3.8637,3.847,3.8426,3.8259,3.82,3.8368,3.8402,3.8721,3.8854,3.8516,3.8439,3.8104,3.7986,3.8327,3.8392,3.9037,3.9291,3.8634,3.8473,0.8607619047619047,3.850090476190477,3.8439,0.0298899298219635,3.7986,3.9291,0.9425908700510486,0.8102781421872982,Healthy
NMC,38,I3-400,2.1,1.745,5,45,37.392857142857146,3.8501,3.8662,3.8721,3.856,3.8519,3.8346,3.8287,3.8451,3.8485,3.8826,3.8938,3.8606,3.8529,3.8188,3.8076,3.8414,3.8479,3.9149,3.9372,3.8712,3.856,0.830952380952381,3.858957142857143,3.8529,0.0300629102288612,3.8076,3.9372,0.935275116014935,0.8158513117281463,Healthy
NMC,39,I3-500,2.1,1.6856,5,45,36.12,3.8597,3.8764,3.882,3.8653,3.8612,3.8439,3.8383,3.8554,3.8581,3.8929,3.9037,3.8699,3.8628,3.8281,3.8169,3.851,3.8575,3.9239,3.9471,3.8802,3.8653,0.8026666666666666,3.868552380952381,3.8628,0.0301393533282918,3.8169,3.9471,0.9251309453202512,0.8019997377457884,Healthy
NMC,40,I3-600,2.1,1.6119,5,45,34.54071428571429,3.8721,3.8891,3.8947,3.8777,3.8736,3.8566,3.8507,3.8678,3.8709,3.905,3.9161,3.8829,3.8752,3.8423,3.8293,3.8634,3.8699,3.9375,3.9592,3.8941,3.878,0.7675714285714286,3.881242857142857,3.8752,0.0301027668400858,3.8293,3.9592,0.9274187718715404,0.7828288278286539,Healthy
