Mat,No.,ID,Qn,Q,Pt,SOC,SOE,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,SOH,Pack_SOH_mean,Pack_SOH_median,Pack_SOH_std,Pack_SOH_min,Pack_SOH_max,Pack_SOH_skew
NMC,6.0,D3-600,2.1,1.5016,5.0,50.0,35.75238095238095,3.9146,3.931,3.9375,3.9214,3.9161,3.9006,3.8932,3.9096,3.914,3.9468,3.9598,3.927,3.9177,3.8854,3.8721,3.905,3.913,3.9791,4.0045,3.9384,3.9205,0.715047619047619,3.924157142857144,3.9177,0.0303672779719976,3.8721,4.0045,0.9682532237626637
NMC,7.0,D4-100,2.1,1.9134,5.0,50.0,45.55714285714286,3.8488,3.8647,3.8709,3.855,3.8504,3.8346,3.829,3.8451,3.8482,3.8805,3.8919,3.8603,3.8519,3.8194,3.8082,3.8411,3.8476,3.9127,3.9344,3.8718,3.8547,0.9111428571428573,3.85815238095238,3.8519,0.0292449417685797,3.8082,3.9344,0.9466602991816652
NMC,8.0,D4-200,2.1,1.8448,5.0,50.0,43.92380952380952,3.8609,3.8761,3.882,3.8668,3.8625,3.8467,3.8408,3.8569,3.8603,3.8919,3.9028,3.8715,3.8637,3.834,3.8209,3.8529,3.8594,3.9233,3.9443,3.8814,3.8668,0.8784761904761904,3.8698047619047617,3.8637,0.0284618073247374,3.8209,3.9443,0.975285672426952
NMC,9.0,D4-300,2.1,1.7955,5.0,50.0,42.75,3.8829,3.8988,3.904,3.8882,3.8845,3.869,3.8631,3.8786,3.882,3.914,3.9245,3.8932,3.8857,3.8544,3.8436,3.8749,3.8814,3.944,3.9651,3.9031,3.8882,0.855,3.8915809523809526,3.8857,0.0282059855181062,3.8436,3.9651,0.949726321639842
NMC,10.0,D4-400,2.1,1.7384,5.0,50.0,41.39047619047619,3.8854,3.8991,3.9056,3.8907,3.8867,3.8718,3.8659,3.8811,3.8842,3.914,3.9257,3.8957,3.8879,3.8581,3.8467,3.8767,3.8833,3.9422,3.9654,3.9062,3.8907,0.8278095238095238,3.893480952380952,3.8879,0.0272063893055954,3.8467,3.9654,0.9505039596752975
NMC,11.0,D4-500,2.1,1.6765,5.0,50.0,39.91666666666666,3.8888,3.904,3.9096,3.8944,3.8904,3.8749,3.8693,3.8845,3.8879,3.9186,3.9295,3.8991,3.8916,3.8625,3.8501,3.8805,3.887,3.9474,3.9698,3.9096,3.8944,0.7983333333333333,3.897328571428571,3.8916,0.027515289256287,3.8501,3.9698,0.9608150362597572
NMC,12.0,D4-600,2.1,1.6112,5.0,50.0,38.36190476190476,3.9019,3.9161,3.9229,3.9078,3.9034,3.8882,3.882,3.8972,3.9006,3.9304,3.9431,3.9124,3.9046,3.8749,3.8619,3.8929,3.8997,3.9595,3.984,3.9229,3.9074,0.7672380952380952,3.910180952380951,3.9046,0.0277656373787388,3.8619,3.984,0.9567003582262846
NMC,13.0,E3-200,2.1,1.8787,5.0,50.0,44.73095238095238,3.8557,3.8702,3.8764,3.8619,3.8569,3.8423,3.8364,3.851,3.8547,3.8857,3.8963,3.8668,3.8585,3.8278,3.8169,3.8473,3.8541,3.9127,3.9363,3.8767,3.8612,0.8946190476190476,3.864085714285714,3.8585,0.0274135237741208,3.8169,3.9363,0.9248673043664848
NMC,14.0,E3-300,2.1,1.8272,5.0,50.0,43.5047619047619,3.8764,3.8916,3.8966,3.8823,3.878,3.864,3.8572,3.8721,3.8755,3.9062,3.9167,3.887,3.8789,3.8504,3.838,3.8681,3.8746,3.935,3.9564,3.8975,3.882,0.870095238095238,3.884976190476191,3.8789,0.0272374173658572,3.838,3.9564,0.9546027444757847
NMC,15.0,E3-400,2.1,1.7676,5.0,50.0,42.08571428571429,3.8823,3.8972,3.9025,3.8879,3.8839,3.8699,3.8634,3.878,3.8817,3.9099,3.9226,3.8932,3.8848,3.855,3.8442,3.874,3.8808,3.9412,3.962,3.9025,3.8873,0.8417142857142857,3.890680952380953,3.8848,0.0271588221218745,3.8442,3.962,0.9662187525285532
NMC,16.0,E3-500,2.1,1.6929,5.0,50.0,40.30714285714286,3.8895,3.9043,3.9099,3.8947,3.8907,3.8758,3.8699,3.8854,3.8885,3.9192,3.9301,3.9006,3.8919,3.8622,3.8507,3.8811,3.8879,3.9462,3.9704,3.9105,3.8944,0.8061428571428572,3.897804761904762,3.8919,0.0273979648184035,3.8507,3.9704,0.9456485182887864
NMC,17.0,E3-600,2.1,1.5726,5.0,50.0,37.442857142857136,3.9074,3.9229,3.9291,3.9136,3.909,3.895,3.8879,3.9034,3.9071,3.9381,3.9493,3.9189,3.9102,3.8795,3.8678,3.8991,3.9062,3.967,3.9908,3.9295,3.913,0.7488571428571428,3.916419047619048,3.9102,0.0281749998943677,3.8678,3.9908,0.9444421587723596
NMC,18.0,E4-100,2.1,1.9052,5.0,50.0,45.36190476190476,3.8501,3.8665,3.8724,3.8566,3.8516,3.8352,3.8293,3.8457,3.8488,3.8823,3.8938,3.8616,3.8532,3.8206,3.8085,3.8414,3.8482,3.9109,3.9363,3.8724,3.856,0.9072380952380952,3.8591142857142855,3.8532,0.0293323419745898,3.8085,3.9363,0.918103087972256
NMC,19.0,E4-200,2.1,1.8324,5.0,50.0,43.62857142857143,3.865,3.8802,3.8864,3.8712,3.8662,3.8523,3.8448,3.8606,3.8637,3.8947,3.9071,3.8758,3.8674,3.8358,3.824,3.855,3.8628,3.9248,3.949,3.8864,3.8705,0.8725714285714286,3.873509523809523,3.8674,0.0285781718232972,3.824,3.949,0.9400448519942072
NMC,20.0,E4-300,2.1,1.7794,5.0,50.0,42.36666666666667,3.8864,3.9022,3.9071,3.8916,3.8876,3.8721,3.8662,3.882,3.8854,3.9164,3.9279,3.8972,3.8888,3.8578,3.8461,3.8774,3.8845,3.9465,3.9691,3.9081,3.8913,0.8473333333333334,3.8948428571428577,3.8888,0.0283373352916002,3.8461,3.9691,0.9361819350002856
NMC,21.0,E4-400,2.1,1.7229,5.0,50.0,41.02142857142857,3.8904,3.9059,3.9118,3.8966,3.8922,3.8767,3.8712,3.8867,3.8901,3.9208,3.9322,3.9019,3.8932,3.8637,3.8513,3.8823,3.8891,3.9484,3.9732,3.9112,3.896,0.8204285714285714,3.8992809523809537,3.8932,0.0278011082341624,3.8513,3.9732,0.9587696015299568
NMC,22.0,E4-500,2.1,1.6562,5.0,50.0,39.43333333333332,3.8988,3.9143,3.9198,3.9046,3.9003,3.8851,3.8795,3.8947,3.8981,3.9285,3.9403,3.9099,3.9012,3.8709,3.8594,3.8901,3.8975,3.9592,3.9812,3.9214,3.904,0.7886666666666666,3.907561904761905,3.9012,0.0281065913299794,3.8594,3.9812,0.948140272303736
NMC,23.0,E4-600,2.1,1.5474,5.0,50.0,36.84285714285714,3.9124,3.9282,3.9341,3.9186,3.9136,3.8984,3.8922,3.9084,3.9121,3.9428,3.9552,3.9236,3.9152,3.8836,3.8721,3.904,3.9112,3.9716,3.9973,3.9357,3.918,0.7368571428571429,3.921347619047618,3.9152,0.0286365084995992,3.8721,3.9973,0.937339411736598
NMC,24.0,H3-100,2.1,1.8995,5.0,50.0,45.22619047619048,3.8498,3.8662,3.8721,3.8557,3.8513,3.8349,3.829,3.8454,3.8488,3.8817,3.8935,3.8606,3.8526,3.8203,3.8079,3.8414,3.8482,3.9136,3.936,3.8709,3.8557,0.9045238095238096,3.858838095238097,3.8526,0.0295757920636197,3.8079,3.936,0.9412292551456076
NMC,25.0,H3-200,2.1,1.8332,5.0,50.0,43.647619047619045,3.8625,3.8783,3.8839,3.8681,3.8637,3.8473,3.8417,3.8578,3.8612,3.8938,3.9053,3.8736,3.8653,3.8346,3.8213,3.8538,3.8606,3.9248,3.9474,3.8829,3.8678,0.8729523809523809,3.87122380952381,3.8653,0.0290352700135869,3.8213,3.9474,0.9631846600020908
NMC,26.0,H3-400,2.1,1.7239,5.0,50.0,41.04523809523809,3.8895,3.9046,3.9112,3.8953,3.891,3.8755,3.869,3.8848,3.8885,3.9211,3.9319,3.8997,3.8919,3.8594,3.8482,3.8811,3.8876,3.9527,3.9741,3.9096,3.895,0.8209047619047619,3.89817619047619,3.8919,0.0291298627659298,3.8482,3.9741,0.9472987499594936
NMC,27.0,H3-500,2.1,1.6369,5.0,50.0,38.97380952380952,3.8975,3.914,3.9192,3.9031,3.8988,3.8823,3.8767,3.8929,3.8966,3.9298,3.9403,3.9078,3.9,3.8674,3.8557,3.8891,3.8953,3.9611,3.9831,3.9174,3.9028,0.7794761904761904,3.9062333333333337,3.9,0.0294726030973399,3.8557,3.9831,0.9453513014468572
NMC,28.0,H3-600,2.1,1.5406,5.0,50.0,36.68095238095238,3.9143,3.931,3.9366,3.9198,3.9155,3.8984,3.8929,3.9093,3.913,3.9471,3.9586,3.9248,3.9167,3.8845,3.8715,3.905,3.9118,3.9797,4.0023,3.9366,3.9198,0.7336190476190476,3.9232952380952377,3.9167,0.0302999913562772,3.8715,4.0023,0.9562298295112274
NMC,29.0,H4-100,2.1,1.8972,5.0,50.0,45.17142857142857,3.8538,3.869,3.8755,3.86,3.8557,3.8389,3.833,3.8488,3.8523,3.8845,3.8966,3.8647,3.8566,3.8244,3.8126,3.8445,3.8516,3.9133,3.9384,3.8755,3.8594,0.9034285714285714,3.862338095238096,3.8566,0.0288520099159569,3.8126,3.9384,0.9227964664025444
NMC,30.0,H4-200,2.1,1.8208,5.0,50.0,43.35238095238095,3.8696,3.8854,3.891,3.8758,3.8715,3.8557,3.8495,3.8653,3.8684,3.9,3.9115,3.8808,3.8724,3.8408,3.8293,3.8606,3.8674,3.9298,3.9524,3.8916,3.8752,0.867047619047619,3.8782857142857137,3.8724,0.0283991071288216,3.8293,3.9524,0.9137104420057228
NMC,31.0,H4-300,2.1,1.757,5.0,50.0,41.83333333333333,3.8926,3.9084,3.914,3.8984,3.8941,3.8795,3.8724,3.8882,3.8913,3.9229,3.9341,3.9037,3.8953,3.8637,3.8523,3.8836,3.8907,3.9536,3.9756,3.914,3.8978,0.8366666666666666,3.901247619047618,3.8953,0.028446029934731,3.8523,3.9756,0.9339462812861894
NMC,32.0,H4-400,2.1,1.6401,5.0,50.0,39.05,3.9034,3.9189,3.9248,3.909,3.9046,3.8888,3.8826,3.8984,3.9025,3.9344,3.9462,3.9146,3.9059,3.8749,3.8622,3.8941,3.9015,3.9639,3.9884,3.9251,3.9084,0.7809999999999999,3.912028571428571,3.9059,0.0289349121798761,3.8622,3.9884,0.9493601870029404
NMC,33.0,H4-500,2.1,1.4317,5.0,50.0,34.088095238095235,3.9378,3.9549,3.9617,3.945,3.9397,3.9223,3.9155,3.9322,3.9366,3.971,3.9843,3.9512,3.9406,3.9084,3.8932,3.927,3.9357,4.0032,4.0305,3.9639,3.944,0.6817619047619047,3.9475571428571423,3.9406,0.0313900712236937,3.8932,4.0305,0.9401804743666582
NMC,34.0,H4-600,2.1,1.286,5.0,50.0,30.619047619047617,3.9546,3.9722,3.9797,3.9623,3.9564,3.9388,3.931,3.949,3.9533,3.989,4.0039,3.9688,3.9583,3.9226,3.9078,3.9425,3.9521,4.0206,4.0528,3.984,3.9614,0.6123809523809524,3.9648142857142856,3.9583,0.0329824996886877,3.9078,4.0528,0.9271604930065817
NMC,35.0,I3-100,2.1,1.9383,5.0,50.0,46.14999999999999,3.8405,3.8572,3.8625,3.8464,3.842,3.8271,3.8197,3.8358,3.8392,3.8718,3.8839,3.8513,3.8433,3.8107,3.7986,3.8324,3.8386,3.9056,3.927,3.8625,3.8464,0.923,3.849642857142858,3.8433,0.0296817885483434,3.7986,3.927,0.95469364255681
NMC,36.0,I3-200,2.1,1.8665,5.0,50.0,44.44047619047619,3.8547,3.8712,3.8764,3.86,3.8563,3.8399,3.8343,3.8507,3.8535,3.886,3.8978,3.865,3.8575,3.8262,3.8132,3.8464,3.8529,3.9177,3.9403,3.8749,3.8603,0.8888095238095238,3.863580952380952,3.8575,0.0292093755333389,3.8132,3.9403,0.9669714139475974
NMC,37.0,I3-300,2.1,1.8076,5.0,50.0,43.03809523809524,3.8795,3.8944,3.9012,3.8845,3.8808,3.8643,3.8588,3.8755,3.8783,3.9102,3.922,3.8891,3.882,3.8495,3.838,3.8705,3.8777,3.9431,3.9648,3.8991,3.8848,0.8607619047619047,3.888004761904762,3.882,0.02929551972897,3.838,3.9648,0.9744430654109658
NMC,38.0,I3-400,2.1,1.745,5.0,50.0,41.54761904761904,3.886,3.9025,3.9078,3.8913,3.8873,3.8715,3.865,3.8814,3.8845,3.9183,3.9291,3.8957,3.8885,3.8554,3.8442,3.8777,3.8836,3.9502,3.9713,3.9062,3.8916,0.830952380952381,3.894719047619047,3.8885,0.0295398818387551,3.8442,3.9713,0.9396200770968218
NMC,39.0,I3-500,2.1,1.6856,5.0,50.0,40.13333333333333,3.8944,3.9112,3.9164,3.9,3.896,3.8802,3.8733,3.8898,3.8932,3.927,3.9375,3.9046,3.8972,3.8643,3.8529,3.886,3.8922,3.9592,3.98,3.9146,3.9,0.8026666666666666,3.9033333333333338,3.8972,0.0295765334908155,3.8529,3.98,0.9473995659775618
NMC,40.0,I3-600,2.1,1.6119,5.0,50.0,38.37857142857143,3.905,3.9217,3.927,3.9105,3.9065,3.8895,3.8836,3.9,3.9037,3.9378,3.9481,3.9152,3.9078,3.8736,3.8631,3.8963,3.9028,3.9698,3.9908,3.9251,3.9102,0.7675714285714286,3.913719047619048,3.9078,0.0298186119570918,3.8631,3.9908,0.9295947815974588
NMC,41.0,I4-100,2.1,1.8945,5.0,50.0,45.10714285714286,3.851,3.8671,3.8733,3.8572,3.8526,3.8358,3.8299,3.8467,3.8501,3.8833,3.895,3.8622,3.8541,3.8206,3.8095,3.8417,3.8492,3.9152,3.9378,3.8727,3.8569,0.9021428571428572,3.860090476190476,3.8541,0.0298074974588929,3.8095,3.9378,0.9412704486290876
NMC,42.0,I4-200,2.1,1.8275,5.0,50.0,43.51190476190476,3.8631,3.8792,3.8848,3.869,3.8647,3.8485,3.8426,3.8585,3.8619,3.8938,3.9062,3.8749,3.8659,3.834,3.8219,3.8541,3.8612,3.926,3.949,3.8857,3.8687,0.8702380952380951,3.872080952380952,3.8659,0.0293113053112211,3.8219,3.949,0.9532106291959233
NMC,43.0,I4-400,2.1,1.7245,5.0,50.0,41.0595238095238,3.8885,3.904,3.9099,3.8941,3.8901,3.8743,3.8684,3.8842,3.8879,3.9202,3.931,3.8991,3.8913,3.8591,3.8482,3.8792,3.8867,3.9515,3.9732,3.9093,3.8941,0.8211904761904761,3.8973476190476184,3.8913,0.0290080612769557,3.8482,3.9732,0.9654311679894072
NMC,44.0,I4-500,2.1,1.6775,5.0,50.0,39.94047619047619,3.8913,3.9074,3.913,3.8972,3.8926,3.8771,3.8709,3.887,3.8904,3.9226,3.9335,3.9022,3.8938,3.8625,3.851,3.8829,3.8895,3.9539,3.9753,3.9133,3.8969,0.7988095238095237,3.900204761904763,3.8938,0.0288457531742625,3.851,3.9753,0.9435480500614416
NMC,45.0,I4-600,2.1,1.5797,5.0,50.0,37.61190476190476,3.9062,3.9226,3.9285,3.9124,3.9078,3.8916,3.8857,3.9022,3.9056,3.9384,3.9499,3.9177,3.909,3.8761,3.865,3.8978,3.9046,3.9688,3.9927,3.9282,3.9121,0.7522380952380953,3.915376190476191,3.909,0.0294718323957283,3.865,3.9927,0.9357749401005532
NMC,46.0,J1-100,2.1,1.9212,5.0,50.0,45.74285714285714,3.8492,3.8643,3.8712,3.855,3.8507,3.8352,3.8287,3.8448,3.8485,3.8795,3.8922,3.8603,3.8519,3.8206,3.8082,3.8405,3.8476,3.9109,3.9344,3.8705,3.8547,0.9148571428571428,3.858042857142856,3.8519,0.0289538869830731,3.8082,3.9344,0.9618160509008956
NMC,47.0,J1-200,2.1,1.8448,5.0,50.0,43.92380952380952,3.8631,3.8789,3.8851,3.8693,3.865,3.8498,3.8433,3.8588,3.8625,3.8938,3.9059,3.8749,3.8662,3.8346,3.8231,3.8541,3.8616,3.9251,3.9474,3.8851,3.869,0.8784761904761904,3.8722190476190472,3.8662,0.0287272974546443,3.8231,3.9474,0.9477377411651292
NMC,48.0,J1-300,2.1,1.7948,5.0,50.0,42.73333333333333,3.8857,3.9012,3.9071,3.8916,3.887,3.8724,3.8662,3.8814,3.8851,3.9161,3.9273,3.8963,3.8882,3.8581,3.8461,3.8767,3.8842,3.9465,3.9682,3.9068,3.891,0.8546666666666666,3.894438095238095,3.8882,0.0281690872445394,3.8461,3.9682,0.9570744431948824
NMC,49.0,J1-400,2.1,1.7234,5.0,50.0,41.03333333333333,3.8919,3.9071,3.913,3.8978,3.8932,3.8774,3.8721,3.8879,3.891,3.9223,3.9335,3.9025,3.8944,3.8631,3.8519,3.8823,3.8901,3.9527,3.9741,3.9136,3.8972,0.8206666666666667,3.900433333333333,3.8944,0.0283313489501176,3.8519,3.9741,0.9265526131827732
NMC,50.0,J1-500,2.1,1.6197,5.0,50.0,38.56428571428571,3.9109,3.926,3.9322,3.9171,3.9124,3.8969,3.8907,3.9062,3.9099,3.9412,3.9527,3.9214,3.9133,3.8823,3.8709,3.9015,3.909,3.9713,3.9936,3.9326,3.9164,0.7712857142857142,3.91945238095238,3.9133,0.0283666814951558,3.8709,3.9936,0.9353778232962696
NMC,51.0,J1-600,2.1,1.469,5.0,50.0,34.976190476190474,3.9211,3.9366,3.9434,3.9276,3.9226,3.9071,3.9003,3.9164,3.9202,3.953,3.9651,3.9335,3.9242,3.8913,3.8792,3.9118,3.9192,3.9831,4.0082,3.9443,3.927,0.6995238095238095,3.930247619047619,3.9242,0.0296061753532539,3.8792,4.0082,0.9298190562623004
NMC,52.0,J2-100,2.1,1.9156,5.0,50.0,45.60952380952381,3.8495,3.8674,3.8736,3.8557,3.8513,3.8343,3.8275,3.8454,3.8492,3.8845,3.8966,3.8609,3.8526,3.8172,3.8048,3.8408,3.8482,3.9195,3.9428,3.8718,3.8554,0.912190476190476,3.8594761904761903,3.8526,0.0319558743388739,3.8048,3.9428,0.9573506629690816
NMC,53.0,J2-200,2.1,1.8418,5.0,50.0,43.85238095238096,3.8671,3.8845,3.8904,3.873,3.8684,3.8516,3.8448,3.8628,3.8662,3.9009,3.9133,3.8783,3.8696,3.8352,3.8225,3.8581,3.8656,3.9347,3.9589,3.8888,3.8724,0.8770476190476191,3.876528571428572,3.8696,0.0314377979963155,3.8225,3.9589,0.9536044552515998
NMC,54.0,J2-300,2.1,1.7876,5.0,50.0,42.56190476190476,3.8873,3.9043,3.9105,3.8932,3.8888,3.8727,3.8662,3.8836,3.887,3.9211,3.9326,3.8981,3.8901,3.8563,3.8445,3.878,3.8864,3.9546,3.9769,3.909,3.8929,0.8512380952380952,3.896861904761904,3.8901,0.0307207336531938,3.8445,3.9769,0.9599733496067828
NMC,55.0,J2-400,2.1,1.7164,5.0,50.0,40.86666666666666,3.8938,3.9105,3.9164,3.8997,3.895,3.8783,3.8721,3.8891,3.8926,3.9264,3.9381,3.9043,3.8963,3.8622,3.8507,3.8833,3.8916,3.9592,3.9818,3.9161,3.8991,0.8173333333333332,3.902695238095238,3.8963,0.0304618528029809,3.8507,3.9818,0.9281620429749796
NMC,56.0,J2-500,2.1,1.5775,5.0,50.0,37.55952380952381,3.9056,3.9226,3.9288,3.9121,3.9074,3.8904,3.8839,3.9006,3.9043,3.9391,3.9508,3.9167,3.9084,3.8743,3.8619,3.8953,3.9034,3.9704,3.9955,3.9276,3.9112,0.7511904761904761,3.91477619047619,3.9084,0.0307621180148881,3.8619,3.9955,0.934373339626816
NMC,57.0,J2-600,2.1,1.4437,5.0,50.0,34.37380952380953,3.9304,3.9484,3.9549,3.9375,3.9322,3.9143,3.9074,3.9251,3.9288,3.9654,3.9781,3.9434,3.9332,3.8972,3.8842,3.9192,3.9279,3.9986,4.0259,3.9555,3.9366,0.6874761904761905,3.940199999999999,3.9332,0.0326077904801904,3.8842,4.0259,0.9255861964803992
NMC,58.0,J3-200,2.1,1.8194,5.0,50.0,43.319047619047616,3.8699,3.8857,3.8919,3.8755,3.8712,3.855,3.8492,3.8656,3.8687,3.9012,3.9127,3.8811,3.8724,3.8402,3.8284,3.8606,3.8678,3.9329,3.9555,3.8907,3.8752,0.8663809523809523,3.878638095238096,3.8724,0.0293506639821056,3.8284,3.9555,0.951345406539708
NMC,59.0,J3-300,2.1,1.7594,5.0,50.0,41.890476190476186,3.8922,3.9084,3.914,3.8978,3.8938,3.8774,3.8718,3.8879,3.8913,3.9239,3.935,3.9034,3.8947,3.8628,3.851,3.8833,3.8904,3.9536,3.9772,3.913,3.8972,0.8378095238095238,3.9009571428571426,3.8947,0.0290524796089519,3.851,3.9772,0.9369226390348092
NMC,60.0,J3-400,2.1,1.6817,5.0,50.0,40.04047619047618,3.8969,3.913,3.9189,3.9031,3.8984,3.8826,3.8771,3.8932,3.8966,3.9285,3.94,3.9084,3.8997,3.8684,3.8566,3.8888,3.8957,3.9592,3.9818,3.9192,3.9025,0.8008095238095237,3.9061238095238098,3.8997,0.0289181241570386,3.8566,3.9818,0.9462894799712888
NMC,61.0,J3-500,2.1,1.4958,5.0,50.0,35.614285714285714,3.927,3.9434,3.9499,3.9332,3.9285,3.913,3.9056,3.922,3.926,3.958,3.9719,3.9388,3.9295,3.8963,3.8839,3.9174,3.9251,3.9893,4.0166,3.9508,3.9326,0.7122857142857143,3.936133333333333,3.9295,0.0302389373711004,3.8839,4.0166,0.9468952145607732
NMC,62.0,J3-600,2.1,1.301,5.0,50.0,30.97619047619047,3.9477,3.9651,3.9729,3.9549,3.9496,3.9326,3.9248,3.9425,3.9468,3.9818,3.9967,3.9614,3.9512,3.9158,3.9019,3.9369,3.9456,4.015,4.0451,3.9753,3.9543,0.6195238095238095,3.9579952380952386,3.9512,0.032687237206446,3.9019,4.0451,0.9547840305222746
NMC,63.0,J4-100,2.1,1.8809,5.0,50.0,44.78333333333333,3.86,3.8746,3.882,3.8659,3.8616,3.8467,3.8392,3.8557,3.8588,3.8895,3.9031,3.8718,3.8628,3.8318,3.8185,3.851,3.8581,3.9233,3.9456,3.8811,3.8656,0.8956666666666666,3.868890476190476,3.8628,0.0291478970898743,3.8185,3.9456,0.9769270449905776
NMC,64.0,J4-200,2.1,1.8001,5.0,50.0,42.85952380952381,3.8755,3.8898,3.8972,3.8817,3.8771,3.8625,3.8554,3.8709,3.8743,3.9056,3.918,3.887,3.8783,3.847,3.8349,3.8662,3.8736,3.9338,3.9595,3.8972,3.8811,0.8571904761904762,3.88412380952381,3.8783,0.0283817001739132,3.8349,3.9595,0.939459758274386
NMC,65.0,J4-400,2.1,1.6412,5.0,50.0,39.07619047619048,3.905,3.9205,3.9264,3.9115,3.9065,3.891,3.8851,3.9006,3.904,3.935,3.9468,3.9164,3.9074,3.8771,3.8653,3.8953,3.9034,3.9626,3.9884,3.9276,3.9105,0.7815238095238095,3.9136380952380954,3.9074,0.028139446977339,3.8653,3.9884,0.9384968994031386
NMC,66.0,J4-500,2.1,1.4674,5.0,50.0,34.93809523809524,3.9319,3.9477,3.9543,3.9384,3.9335,3.9177,3.9109,3.9267,3.9307,3.9623,3.976,3.9443,3.9347,3.9028,3.8901,3.922,3.9298,3.993,4.0194,3.957,3.9375,0.6987619047619047,3.9409857142857128,3.9347,0.0295902397035624,3.8901,4.0194,0.9412286523363624
NMC,67.0,J4-600,2.1,1.3856,5.0,50.0,32.99047619047619,3.94,3.957,3.9636,3.9474,3.9422,3.9254,3.9183,3.935,3.9391,3.9713,3.9862,3.9543,3.9434,3.9102,3.8963,3.9295,3.9378,4.002,4.0318,3.967,3.9462,0.6598095238095237,3.9497142857142857,3.9434,0.0307533621855282,3.8963,4.0318,0.9263374370356272
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37377040395132377,3.1061368795981825,2.8384595751966004,0.17260046369760285,2.837632471430187,3.2718544923809008,-0.887125793122933
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16431118927429747,2.914781069148025,2.9976496720049375,0.15277676477382257,2.841174871164874,3.2659058862290204,0.7198523394619112
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38809915299676856,3.105426874775128,2.952168549671357,0.16245629364809416,2.6540621473913846,3.2434468248783603,0.9499804746511089
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22138837085677887,3.0723717596654243,2.8556160756950955,0.2460508858166676,2.6619826282941537,3.0221975707132533,-0.6144657036393557
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36490430849908484,3.085916943080693,2.9632138992474806,0.1616612469011877,2.7490560164330535,3.121430647606721,0.840996175950919
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26978044688542413,3.15970071683669,3.0761108755647206,0.28656363277362545,2.672665569161048,3.365649046025289,0.07763571483433074
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2.908261077048614,2.819844930456742,0.21550481387143014,2.6164592166233187,3.3786258973628907,-0.2961248346913463
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2.9988313092434447,2.814129586869898,0.29865238360494417,2.8094308127351475,3.324431261651831,-0.007537859404341152
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10698552029919356,3.0369785351329392,2.8795166915215407,0.29282509907798693,2.762653837598291,3.304442271024105,-0.7788441022906667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21783074674552072,3.0459590355661783,3.160060652124498,0.2264120318081347,2.684229632328735,3.272471632275546,0.8645879355530954
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18016672664317174,3.090750863187161,3.050193251488301,0.28884790156051976,2.9862225912528064,3.020532704643655,-0.6535722137740299
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22069482659488615,3.0880153405075603,3.0178134408051003,0.2595495660263761,2.6628767657702155,3.197346724977382,0.3742794252338113
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31938047106729467,3.070100425584141,3.154386101784678,0.17883004060858754,2.617521352764281,3.2201762685588973,0.7397351234453444
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36123029749347757,3.1945679210335824,2.9069088472415956,0.25465306919900027,2.708066368888745,3.3045694742526552,0.6772566782971743
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2588174500426809,3.05100959941726,2.8602224847469233,0.20329636615259591,2.8451186021827266,3.0695056751166896,0.6805707720150524
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2.880798827560087,2.9185782107156104,0.24883384238541098,2.856170989370728,3.0270987616773444,-0.7288604949772424
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.164436741416357,3.014231175675841,3.113541673099024,0.23556815211896284,2.647674773967847,3.3311057923985987,0.1255160317775943
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3827988289839858,3.1277320921813208,3.066939103704973,0.18457752416177667,2.9520583277181944,3.28139252710595,-0.9137477794612558
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2595130675816933,2.9938430985704865,3.061055933139713,0.15519387042094313,2.911898775569752,3.384443476414148,-0.09277140081018809
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2915457850972501,3.123515740400727,3.0798267816878666,0.24189926026910588,2.8968105922875402,3.359128659002567,0.1928404290994754
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13539815370424668,3.037654526400084,3.0589466213456635,0.274446669530572,2.9478785718048046,3.0851055001844427,0.6132929819063337
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3029610565528543,3.171412253791196,3.117332797926671,0.2742028404574272,2.699353574319006,3.249369445792772,0.6354835636188065
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23818335138761526,3.1078286683401353,3.0577163065984005,0.2644016560250358,2.751959288191928,3.094371448610265,-0.10204682720144276
